<TICKER>,<PER>,Date,<TIME>,Price
GDAX.BTC-USD,D,07/11/21,000000,63309.1300000
GDAX.BTC-USD,D,08/11/21,000000,67554.8400000
GDAX.BTC-USD,D,09/11/21,000000,66944.6600000
GDAX.BTC-USD,D,10/11/21,000000,64912.2000000
GDAX.BTC-USD,D,11/11/21,000000,64807.5900000
GDAX.BTC-USD,D,12/11/21,000000,64147.9000000
GDAX.BTC-USD,D,13/11/21,000000,64400.0100000
GDAX.BTC-USD,D,14/11/21,000000,65505.0200000
GDAX.BTC-USD,D,15/11/21,000000,63624.5900000
GDAX.BTC-USD,D,16/11/21,000000,60107.9800000
GDAX.BTC-USD,D,17/11/21,000000,60351.5100000
GDAX.BTC-USD,D,18/11/21,000000,56898.0000000
GDAX.BTC-USD,D,19/11/21,000000,58122.1600000
GDAX.BTC-USD,D,20/11/21,000000,59760.7600000
GDAX.BTC-USD,D,21/11/21,000000,58671.2100000
GDAX.BTC-USD,D,22/11/21,000000,56280.8100000
GDAX.BTC-USD,D,23/11/21,000000,57566.8500000
GDAX.BTC-USD,D,24/11/21,000000,57162.6600000
GDAX.BTC-USD,D,25/11/21,000000,58987.2700000
GDAX.BTC-USD,D,26/11/21,000000,53757.6700000
GDAX.BTC-USD,D,27/11/21,000000,54759.0500000
GDAX.BTC-USD,D,28/11/21,000000,57317.1700000
GDAX.BTC-USD,D,29/11/21,000000,57838.0600000
GDAX.BTC-USD,D,30/11/21,000000,56987.9700000
GDAX.BTC-USD,D,01/12/21,000000,57226.5000000
GDAX.BTC-USD,D,02/12/21,000000,56521.4600000
GDAX.BTC-USD,D,03/12/21,000000,53638.0400000
GDAX.BTC-USD,D,04/12/21,000000,49241.1200000
GDAX.BTC-USD,D,05/12/21,000000,49484.2200000
GDAX.BTC-USD,D,06/12/21,000000,50529.5600000
GDAX.BTC-USD,D,07/12/21,000000,50625.4800000
GDAX.BTC-USD,D,08/12/21,000000,50519.6800000
GDAX.BTC-USD,D,09/12/21,000000,47568.4300000
GDAX.BTC-USD,D,10/12/21,000000,47170.9400000
GDAX.BTC-USD,D,11/12/21,000000,49407.7500000
GDAX.BTC-USD,D,12/12/21,000000,50089.6400000
GDAX.BTC-USD,D,13/12/21,000000,46727.8900000
GDAX.BTC-USD,D,14/12/21,000000,48367.4300000
GDAX.BTC-USD,D,15/12/21,000000,48884.7800000
GDAX.BTC-USD,D,16/12/21,000000,47634.2200000
GDAX.BTC-USD,D,17/12/21,000000,46166.5000000
GDAX.BTC-USD,D,18/12/21,000000,46859.4600000
GDAX.BTC-USD,D,19/12/21,000000,46687.1900000
GDAX.BTC-USD,D,20/12/21,000000,46926.0700000
GDAX.BTC-USD,D,21/12/21,000000,48914.7000000
GDAX.BTC-USD,D,22/12/21,000000,48608.6200000
GDAX.BTC-USD,D,23/12/21,000000,50842.2000000
GDAX.BTC-USD,D,24/12/21,000000,50851.3800000
GDAX.BTC-USD,D,25/12/21,000000,50428.3100000
GDAX.BTC-USD,D,26/12/21,000000,50801.7900000
GDAX.BTC-USD,D,27/12/21,000000,50717.7700000
GDAX.BTC-USD,D,28/12/21,000000,47543.0900000
GDAX.BTC-USD,D,29/12/21,000000,46471.2400000
GDAX.BTC-USD,D,30/12/21,000000,47122.0800000
GDAX.BTC-USD,D,31/12/21,000000,46211.2400000
GDAX.BTC-USD,D,01/01/22,000000,47733.4300000
GDAX.BTC-USD,D,02/01/22,000000,47299.0700000
GDAX.BTC-USD,D,03/01/22,000000,46459.5600000
GDAX.BTC-USD,D,04/01/22,000000,45814.6100000
GDAX.BTC-USD,D,05/01/22,000000,43436.0400000
GDAX.BTC-USD,D,06/01/22,000000,43083.7600000
GDAX.BTC-USD,D,07/01/22,000000,41565.1800000
GDAX.BTC-USD,D,08/01/22,000000,41684.8400000
GDAX.BTC-USD,D,09/01/22,000000,41876.5200000
GDAX.BTC-USD,D,10/01/22,000000,41824.0700000
GDAX.BTC-USD,D,11/01/22,000000,42753.4400000
GDAX.BTC-USD,D,12/01/22,000000,43920.3700000
GDAX.BTC-USD,D,13/01/22,000000,42581.6500000
GDAX.BTC-USD,D,14/01/22,000000,43090.7200000
GDAX.BTC-USD,D,15/01/22,000000,43098.2000000
GDAX.BTC-USD,D,16/01/22,000000,43104.3400000
GDAX.BTC-USD,D,17/01/22,000000,42218.0100000
GDAX.BTC-USD,D,18/01/22,000000,42369.7400000
GDAX.BTC-USD,D,19/01/22,000000,41674.2700000
GDAX.BTC-USD,D,20/01/22,000000,40670.9700000
GDAX.BTC-USD,D,21/01/22,000000,36456.9400000
GDAX.BTC-USD,D,22/01/22,000000,35066.4300000
GDAX.BTC-USD,D,23/01/22,000000,36282.4700000
GDAX.BTC-USD,D,24/01/22,000000,36693.3200000
GDAX.BTC-USD,D,25/01/22,000000,36980.0000000
GDAX.BTC-USD,D,26/01/22,000000,36840.6300000
GDAX.BTC-USD,D,27/01/22,000000,37188.3700000
GDAX.BTC-USD,D,28/01/22,000000,37741.9000000
GDAX.BTC-USD,D,29/01/22,000000,38191.1000000
GDAX.BTC-USD,D,30/01/22,000000,37901.3500000
GDAX.BTC-USD,D,31/01/22,000000,38491.9300000
GDAX.BTC-USD,D,01/02/22,000000,38716.8800000
GDAX.BTC-USD,D,02/02/22,000000,36923.3900000
GDAX.BTC-USD,D,03/02/22,000000,37329.9100000
GDAX.BTC-USD,D,04/02/22,000000,41614.6400000
GDAX.BTC-USD,D,05/02/22,000000,41404.8500000
GDAX.BTC-USD,D,06/02/22,000000,42415.1600000
GDAX.BTC-USD,D,07/02/22,000000,43868.0700000
GDAX.BTC-USD,D,08/02/22,000000,44085.5900000
GDAX.BTC-USD,D,09/02/22,000000,44416.3500000
GDAX.BTC-USD,D,10/02/22,000000,43527.7100000
GDAX.BTC-USD,D,11/02/22,000000,42386.4700000
GDAX.BTC-USD,D,12/02/22,000000,42244.9700000
GDAX.BTC-USD,D,13/02/22,000000,42074.9900000
GDAX.BTC-USD,D,14/02/22,000000,42548.7100000
GDAX.BTC-USD,D,15/02/22,000000,44583.5200000
GDAX.BTC-USD,D,16/02/22,000000,43895.5600000
GDAX.BTC-USD,D,17/02/22,000000,40536.7300000
GDAX.BTC-USD,D,18/02/22,000000,39983.5600000
GDAX.BTC-USD,D,19/02/22,000000,40101.9400000
GDAX.BTC-USD,D,20/02/22,000000,38389.0300000
GDAX.BTC-USD,D,21/02/22,000000,37023.0000000
GDAX.BTC-USD,D,22/02/22,000000,38251.4800000
GDAX.BTC-USD,D,23/02/22,000000,37268.1900000
GDAX.BTC-USD,D,24/02/22,000000,38347.3000000
GDAX.BTC-USD,D,25/02/22,000000,39238.4800000
GDAX.BTC-USD,D,26/02/22,000000,39137.8000000
GDAX.BTC-USD,D,27/02/22,000000,37717.0800000
GDAX.BTC-USD,D,28/02/22,000000,43192.6600000
GDAX.BTC-USD,D,01/03/22,000000,44439.9500000
GDAX.BTC-USD,D,02/03/22,000000,43912.3400000
GDAX.BTC-USD,D,03/03/22,000000,42464.4100000
GDAX.BTC-USD,D,04/03/22,000000,39166.5100000
GDAX.BTC-USD,D,05/03/22,000000,39402.4300000
GDAX.BTC-USD,D,06/03/22,000000,38408.3800000
GDAX.BTC-USD,D,07/03/22,000000,37994.0000000
GDAX.BTC-USD,D,08/03/22,000000,38749.3800000
GDAX.BTC-USD,D,09/03/22,000000,41953.9700000
GDAX.BTC-USD,D,10/03/22,000000,39433.7100000
GDAX.BTC-USD,D,11/03/22,000000,38732.0400000
GDAX.BTC-USD,D,12/03/22,000000,38813.0200000
GDAX.BTC-USD,D,13/03/22,000000,37793.0100000
GDAX.BTC-USD,D,14/03/22,000000,39674.1700000
GDAX.BTC-USD,D,15/03/22,000000,39298.1000000
GDAX.BTC-USD,D,16/03/22,000000,41127.9700000
GDAX.BTC-USD,D,17/03/22,000000,40744.8800000
